Offer date,IPO name,Ticker,CUSIP,Rollup,VC,Dual,Pishares,Internet,CRSP permanent ID,Founding,,,
20030826,Flaherty & Crumrine/Claymore,FLC,338479108,0,0,0,.,0,89808,-99,,,
20030826,Frank Temp Lim Dur Inc Trust,FTF,35472T101,0,0,0,.,0,89809,-99,,,
20030826,MBIA Cap/Claymore Managed,MZF,55266X100,0,0,0,.,0,89811,2003,,,
20030826,Pimco Floating Rate Income,PFL,72201H108,0,0,0,.,0,89814,2003,,,
20030826,Scudder RREEF REIT Fund II Inc,SRO,81119R108,0,0,0,.,0,89816,-99,,,
20030917,National Financial Partners,NFP,63607P208,0,0,0,.,0,89850,1999,,,
20030918,Sigmatel Inc,SGTL,82661W107,0,1,0,.,0,89835,2000,,,
20030923,AMIS Holdings,AMIS,031538101,0,0,0,.,0,89830,1966,,,
20030923,Journal Co,JRN,481130102,0,0,1,102930000,0,89849,1882,,,
20030924,Anchor Glass Container Corp,AGCC,03304B300,0,0,0,.,0,89829,1993,,,
20030924,RedEnvelope Inc,REDE,75733R106,0,2,0,.,1,89834,1997,,,
20030925,BlackRock Florida Mun 2020,BFO,09250M109,0,0,0,.,0,89840,-99,,,
20030925,BlackRock Municipal 2020 Term,BKK,09249X109,0,0,0,.,0,89839,-99,,,
20030925,Eaton Vance Tax Advantaged Div,EVT,27828G107,0,0,0,.,0,89842,-99,,,
20030925,First Trust/Four Corners Sen,FCM,33733Q107,0,0,1,4375000,0,89844,-99,,,
20030925,Nuveen Diversified Dividend,JDD,6706EP105,0,0,0,.,0,89852,-99,,,
20030925,Western Asset/Claymore US Trs,WIA,95766Q106,0,0,1,25256981,0,89855,-99,,,
20030926,ING Clarion RE Income Fund,IIA,44978810,0,0,1,0,0,89846,-99,,,
20031002,LKQ Corp,LKQX,501889109,0,0,0,.,0,89866,1998,,,
20031007,Acusphere Inc,ACUS,00511R870,0,1,0,.,0,89859,1993,,,
20031009,DigitalNet Holdings Inc,DNET,25389B103,0,0,0,.,0,89864,1973,,,
20031015,Pioneer Municipal High Income,MAV,723762100,0,0,1,0,0,89882,2003,,,
20031016,Advancis Pharmaceutical Corp,AVNC,00764L109,0,1,0,.,0,89860,1999,,,
20031023,Carters Inc,CRI,146229109,0,0,0,.,0,89876,1865,,,
20031023,First Potomac Realty Trust,FPO,33610F109,0,0,0,.,0,89878,-99,,,
20031028,Floating Rate Income Fund Inc,FRA,339735102,0,0,0,.,0,89879,-99,,,
20031028,Neuberger Berman RE Sec Inc Fd,NRO,64190A103,0,0,0,.,0,89881,2003,,,
20031029,CancerVax Corp,CNVX,13738Y107,0,1,0,.,0,89863,1998,,,
20031029,Centennial Specialty Food,CHLE,15136810,0,0,0,.,0,89862,1998,,,
20031029,Genitope Corp,GTOP,37229P507,0,1,0,.,0,89865,1996,,,
20031029,Myogen Inc,MYOG,62856E104,0,1,0,.,0,89868,1996,,,
20031030,First Marblehead Corp,FMD,320771108,0,0,0,.,0,89877,1991,,,
20031030,Overnite Corporation,OVNT,690322102,0,0,0,.,0,89871,1935,,,
20031105,Coast Financial Holdings Inc,CFHI,190354100,0,1,0,.,0,89906,2000,,,
20031105,NitroMed Inc,NTMD,654798503,0,1,0,.,0,89914,1992,,,
20031105,Pharmion Corp,PHRM,71715B409,0,1,0,.,0,89918,1999,,,
20031106,Quality Distribution Inc,QLTY,74756M102,0,0,0,.,0,89920,1994,,,
20031111,Marlin Business Services Inc,MRLN,571157106,0,1,0,.,0,89913,1997,,,
20031112,Tessera Technologies Inc,TSRA,88164L100,0,1,0,.,0,89922,1990,,,
20031113,LECG Corp,XPRT,523234102,0,0,0,.,0,89924,1988,,,
20031119,Callidus Software Inc,CALD,13123E500,0,1,0,.,0,89905,1996,,,
20031119,NUVEEN MUNICIPAL HIGH INC OP F,NMZ,67068210,0,0,0,.,0,89897,-99,,,
20031119,Whiting Petroleum Holdings Inc,WLL,966387102,0,0,0,.,0,89901,1980,,,
20031120,Buffalo Wild Wings Inc,BWLD,119848109,0,2,0,.,0,89904,1982,,,
20031124,Conn's Inc,CONN,208242107,0,0,0,.,0,89908,1890,,,
20031124,Eaton Vance Floating Rate,EFR,27828Q105,0,0,0,.,0,89892,-99,,,
20031124,Gabelli Dividend & Inc Trust,GDV,36242H104,0,0,1,73007184,0,89893,2003,,,
20031124,Nexstar Broadcasting Group Inc,NXST,65336K103,0,0,1,28199328,0,89916,1996,,,
20031124,Pinnacle Airlines Corp,PNCL,723443107,0,0,0,.,0,89919,1985,,,
20031124,Sirva Inc.,SIR,82967Y104,0,0,0,.,0,89899,1933,,,
20031125,Open Solutions Inc,OPEN,68371P102,0,1,0,.,1,89917,1992,,,
20031125,Synnex Information Tech Inc,SNX,87162W100,0,0,0,.,0,89900,1980,,,
20031201,Salomon Brothers Emerging Mkts,ESD,79550E107,0,0,0,.,0,89970,-99,,,
20031203,Amer Equity Investment Life,AEL,025676206,0,0,0,.,0,89946,1995,,,
20031203,Aspen Insurance Holdings Ltd,AHL,G05384105,0,0,0,.,0,89977,2002,,,
20031205,Volume Services America Holdin,CVP,92873P204,0,0,0,.,0,.,-99,,,
20031209,Ctrip.com International,CTRP,22943F100,0,1,1,15202447,0,89927,1999,,,
20031211,NPTest Holding Corp.,NPTT,67019A105,0,0,0,.,0,89937,1965,,,
20031211,Nelnet Inc.,NNI,64031N108,0,0,1,53038488,0,89964,1978,,,
20031211,Vaso Active Pharmaceuticals,VAPN,92232R107,0,0,1,3150000,0,89943,2001,,,
20031212,Central Freight Lines Inc.,CENF,153491105,0,0,0,.,0,89926,1925,,,
20031212,China Life Insurance Company L,LFC,16939P106,0,0,1,6470588000,0,89949,1949,,,
20031212,Compass Minerals International,CMP,20451N101,0,0,0,.,0,89952,1900,,,
20031212,International Steel Group Inc.,ISG,460377104,0,0,0,.,0,89957,1901,,,
20031212,Natural Golf Corp.,NAX,63888E203,0,0,0,.,0,89963,1992,,,
20031216,Highland Hospitality Corp,HIH,430141101,.,0,0,.,0,89953,1999,,,
20031216,Highland Hospitality Corp.,HIH,430141101,0,0,0,.,0,89953,2003,,,
20031216,Mercer Insurance Group,MIGP,587902107,.,0,.,6848901,0,89934,-99,,,
20031216,United National Group Ltd.,UNGL,91103X102,0,0,1,26746544,0,89942,1960,,,
20031217,Falcon Financial Investment Tr,FLCN,306032103,0,0,.,14108859,0,89929,1997,,,
20031217,Orbitz Inc.,ORBZ,68556Y100,0,0,1,40055576,1,89939,2000,,,
20031217,Provide Commerce Inc.,PRVD,74373W103,0,1,0,.,1,89940,1998,,,
20031217,Universal Technical Institute,UTI,913915104,0,0,0,.,0,89973,1968,,,
20031218,BlackRock Divi Achievers Trst,BDV,09250N107,0,0,0,.,0,89947,-99,,,
20031218,Franklin Bank Corp.,FBTX,352451108,0,0,0,.,0,89928,2001,,,
20031218,Knology Inc.,KNOL,499183804,0,0,0,.,0,89932,1896,,,
20031218,R M R REAL ESTATE FUND,RMR,74963F10,0,0,0,.,0,89969,-99,,,
20031218,Tempur-Pedic International Inc,TPX,88023U101,0,0,0,.,0,89971,1989,,,
20031219,Kintera Inc.,KNTA,49720P506,0,1,0,.,0,89933,2000,,,
20031219,Luminent Mortgage Capital,LUM,550278303,0,0,.,11704000,0,89962,2003,,,
20040108,K-Sea Transportation LP,KSP,48268Y101,0,0,1,8330000,0,89989,1999,,,
20040113,"CrossTex Energy, Inc.",XTXI,22765Y104,0,0,0,.,0,90017,1992,,,
20040123,Portec Rail Products Inc,PRPX,736212101,0,0,0,.,0,90013,1906,,,
20040126,Government Properties Trust,GPP,38374W107,0,0,.,20543052,0,89987,-99,,,
20040127,Cohen & Steers REIT Util Fund,RTU,19247Y108,0,0,.,52505250,0,89980,-99,,,
20040127,Dreman/Claymore Div Incme Fund,DCS,26153R100,0,0,.,40505240,0,89981,-99,,,
20040127,Etn Vance Tax Adv. Gl. DivFun,ETG,27828S101,0,0,.,70005000,0,89984,-99,,,
20040127,Nuveen Tax Advantage Total,JTA,67090H102,0,0,.,13730240,0,89990,-99,,,
20040127,Pioneer Tax Adv Balanced Trust,PBF,72388R101,0,0,.,25606981,0,89991,-99,,,
20040129,Eyetech Pharmaceuticals Inc,EYET,302297106,0,1,0,.,0,90008,2000,,,
20040202,"Bancorp Bank,Wilmington,DE",TBBK,05969F104,0,0,0,.,0,90036,2000,,,
20040202,GTx Inc,GTXI,40052B108,0,1,0,.,0,90031,1997,,,
20040202,TRW Automotive Holdings Corp,TRW,87264S106,0,0,0,.,0,90052,1904,,,
20040204,Asset Acceptance Corp,AACC,04543P100,0,0,0,.,0,90020,1962,,,
20040204,Assurant Inc,AIZ,04621X108,0,0,0,.,0,90038,1978,,,
20040204,Bakers Footwear Group Inc,BKRS,057465106,0,0,0,.,0,90024,1926,,,
20040204,Renovis Inc,RNVS,759885106,0,1,0,.,0,90032,2000,,,
20040204,Todco,THE,88889T107,0,0,1,61800000,0,90055,1997,,,
20040205,"Daystar Technologies, Inc.",DSTIU,23962Q100,0,0,1,3549833,0,90084,1997,,,
20040205,Staktek Holdings Inc,STAK,85256P106,0,0,0,.,0,90034,1990,,,
20040205,Symbion Inc,SMBI,871507109,0,0,0,.,0,90033,1996,,,
20040206,AlphaSmart Inc,ALSM,02081F104,0,0,0,.,0,90021,1992,,,
20040211,Affordable Residential Commun,ARC,008273104,0,0,.,42184858,0,90037,-99,,,
20040211,Atheros Communications Inc,ATHR,04743P108,0,1,0,.,0,90022,1998,,,
20040211,"Bristol West Holdings, Inc.",BRW,11037M105,0,0,0,.,0,90039,1973,,,
20040212,Corgentech Inc,CGTK,21872P105,0,1,0,.,0,90025,1999,,,
20040219,Cherokee International Inc,CHRK,164450108,0,0,0,.,0,90026,1978,,,
20040219,Dynavax Technologies,DVAX,268158102,0,1,0,.,0,90029,1996,,,
20040223,Kinetic Concepts Inc,KCI,49460W208,0,0,0,.,0,90044,1976,,,
20040224,ING Clarion Real Estate Income,IGR,44982G104,0,0,.,90006980,0,90042,-99,,,
20040224,John Hancock Tax-Adv Div Inc F,HTD,41013V100,0,0,.,42077487,0,90041,-99,,,
20040224,Reaves Utility Income Fund,UTG,756158101,0,0,.,20005235,0,90047,-99,,,
20040224,Salomon Brothers Cap and Inc,SCD,795500107,0,0,.,32955246,0,90050,-99,,,
20040224,Tortoise Energy Infrastructure,TYG,89147L100,0,0,.,12623047,0,90056,-99,,,
20040224,Western Asset Claymore Fund 2,WIW,95766R104,0,0,.,53356981,0,90057,-99,,,
20040303,Linktone Ltd,LTON,535925101,0,1,1,250129200,0,90087,1999,,,
20040305,TOM Online Inc,TOMO,889728200,0,0,.,48702500,1,90095,2000,,,
20040311,Semiconductor Mnfg Intl Corp,SMI,81663N206,0,1,1,364327463,0,90076,2000,,,
20040316,TNS Inc,TNS,872960109,0,0,0,.,0,90078,1991,,,
20040316,Tercica Inc,TRCA,88078L105,0,1,0,.,0,90096,2000,,,
20040316,Xcyte Therapies Inc,XCYT,98389F309,0,1,0,.,0,90098,1996,,,
20040317,Sunset Financial Resources Inc,SFO,867708109,0,0,.,10475000,0,90077,-99,,,
20040318,Capital Lease Funding Inc,LSE,140288101,0,0,.,27491700,0,90064,1995,,,
20040318,RMK Strategic Income Fund,RSF,74963H102,0,0,.,21006981,0,90075,-99,,,
20040322,Signature Bank,SBNY,82669G104,0,0,0,.,0,90090,2001,,,
20040324,Ultra Clean Holdings Inc,UCTT,90385V107,0,0,0,.,0,90097,1991,,,
20040325,Blackrock Strategic Div Ach Tr,BDT,09249Y107,0,0,.,25508028,0,90062,-99,,,
20040325,Calamos Strategic Ttl Rtrn Fnd,CSQ,128125101,0,0,.,140514000,0,90063,-99,,,
20040325,Cohen & Steers Select Utility,UTF,19248A109,0,0,.,41255250,0,90066,-99,,,
20040325,Hornbeck Offshore Svcs(Tide),HOS,440543106,0,0,0,.,0,90067,1997,,,
20040325,Macquarie Global Div & Inc Fnd,MFD,55607W100,0,0,.,8500000,0,90068,-99,,,
20040325,Neuberger Berman Dvd Adv Fnd,NDD,64127J102,0,0,.,5875236,0,90072,-99,,,
20040325,Nuveen Floating Rate Income,JFR,67072T108,0,0,.,41807000,0,90073,-99,,,
20040326,Anadys Pharmaceuticals Inc,ANDS,03252Q408,0,1,0,.,0,90079,1992,,,
20040330,Cutera Inc,CUTR,232109108,0,1,0,.,0,90081,1998,,,
20040330,Marchex Inc,MCHX,56624R108,0,0,1,24279063,1,90088,1999,,,
20040331,Santarus Inc,SNTS,802817304,0,1,0,.,0,90333,1996,,,
20040405,Apollo Investment Corp,AINV,03761U106,0,0,.,62000100,0,90121,-99,,,
20040405,Jed Oil Inc,JDO,472310101,0,0,0,.,0,90113,2003,,,
20040405,Memory Pharmaceuticals Corp,MEMY,58606R403,0,1,0,.,0,90137,1997,,,
20040406,"Arbor Realty Trust, Inc",ABR,038923108,0,0,.,15473767,0,90102,-99,,,
20040414,Corcept Therapeutics Inc,CORT,218352102,0,1,0,.,0,90125,1998,,,
20040416,Immunicon Corp,IMMC,45260A107,0,1,0,.,0,90128,1983,,,
20040420,Gander Mountain Co,GMTN,36471P108,0,0,0,.,0,90127,1960,,,
20040420,Procentury Corp,PROS,74268T108,0,2,0,.,0,90134,1978,,,
20040421,SiRF Technology Holdings Inc,SIRF,82967H101,0,1,0,.,0,90135,1995,,,
20040422,Assured Guaranty Ltd,AGO,G0585R106,0,0,0,.,0,90120,1999,,,
20040427,Capital & Income Strategies Fn,CII,13971Y103,0,0,.,12105236,0,90103,-99,,,
20040427,Eaton Vance Tax Adv Global Div,ETO,27828U106,0,0,.,14505000,0,90105,-99,,,
20040427,Evergreen Utilities High Inc,ERH,30034Q109,0,0,.,11505000,0,90108,-99,,,
20040427,First Tr Value & Ibbotson Eqty,FVI,33735H105,0,0,.,6000000,0,90109,-99,,,
20040427,Lazard Global Tot. Ret. Inc Fn,LGI,52106W103,0,0,.,9605237,0,90114,-99,,,
20040427,RMR Hosp&Real Estate Fund,RHR,74963J108,0,0,.,4965000,0,90117,-99,,,
20040427,TS&W/Claymore Tax-Adv Bal Fund,TYW,87280R108,0,0,.,15000000,0,90119,-99,,,
20040428,Barrier Therapeutics Inc,BTRX,06850R108,0,1,0,.,0,90122,2001,,,
20040429,Cytokinetics Inc,CYTK,23282W100,0,1,0,.,0,90126,1997,,,
20040429,Intersections Inc,INTX,460981301,0,0,0,.,0,90129,1996,,,
20040505,Greenhill & Co Inc,GHL,395259104,0,0,0,.,0,90164,1996,,,
20040505,Origen Financial Inc,ORGN,68619E208,0,0,.,25128400,0,90189,-99,,,
20040506,InfraSource Services Inc,IFS,45684P102,0,0,0,.,0,90165,1970,,,
20040510,Atlas America Inc,ATLS,049167109,0,0,0,.,0,90180,1968,,,
20040512,Nuvasive,NUVA,670704105,0,1,0,.,0,90188,1997,,,
20040512,Shanda Interactive Ent Ltd,SNDA,81941Q203,0,1,0,.,1,90193,1999,,,
20040519,Animas Corp,PUMP,03525Y105,0,1,0,.,0,90190,1996,,,
20040519,Blue Nile Inc,NILE,09578R103,0,1,0,.,1,90187,1999,,,
20040524,Genworth Financial Inc,GNW,37247D106,0,0,1,470236513,0,90162,1900,,,
20040525,First Trust Four Crns Snr Flt,FCT,337334108,0,0,.,23000000,0,90160,-99,,,
20040525,Gabelli Glbl Utlty&Inc Trust,GLU,36242L105,0,0,.,2905236,0,90161,-99,,,
20040525,S&P Quality Rnk Glbl Eq Man Tr,BQY,783834104,0,0,.,5858028,0,90172,-99,,,
20040525,Salomon Brothers Inflation Mgm,IMF,79550V109,0,0,.,9605246,0,90173,-99,,,
20040526,Acadia Pharmaceuticals,ACAD,004225108,0,1,0,.,0,90177,1993,,,
20040526,AngioDynamics Inc,ANGO,03475V101,0,0,0,.,0,90179,1988,,,
20040526,Critical Therapeutics Inc,CRTX,22674T105,0,1,0,.,0,90183,2000,,,
20040526,Republic Airways Holdings Inc,RJET,760276105,0,0,0,.,0,90192,1996,,,
20040527,Alnylam Pharmaceuticals Inc,ALNY,02043Q107,0,1,0,.,0,90178,2002,,,
20040527,Standard Parking Corp,STAN,853790103,0,0,0,.,0,90194,1929,,,
20040602,Global Signal Inc,GSL,37944Q103,0,0,.,49904155,0,90206,-99,,,
20040603,Inhibitex,INHX,45719T103,0,1,0,.,0,90243,1994,,,
20040609,CB Richard Ellis Group Inc,CBG,12497T101,0,0,0,.,0,90199,1986,,,
20040609,Digirad Corp,DRAD,253827109,0,1,0,.,0,90223,1985,,,
20040609,PowerDsine Ltd,PDSN,M41415106,0,1,0,.,0,90236,1994,,,
20040615,Leadis Technology Inc,LDIS,52171N103,0,1,0,.,0,90229,2000,,,
20040615,Metabasis Therapeutics Inc,MBRX,59101M105,0,1,0,.,0,90231,1997,,,
20040616,ADESA Inc,KAR,00686U104,0,0,0,.,0,90197,1989,,,
20040616,Infosonics Corporation,IFO,456784107,0,0,0,.,0,90207,1994,,,
20040617,Blackboard Inc,BBBB,091935502,0,1,0,.,0,90220,1997,,,
20040618,Radiation Therapy Services Inc,RTSX,750323206,0,0,0,.,0,90237,1983,,,
20040621,Jackson Hewitt Tax Service Inc,JTX,468202106,0,0,0,.,0,90209,1985,,,
20040621,Momenta Pharmaceuticals Inc,MNTA,60877T100,0,1,0,.,0,90233,2001,,,
20040621,Senomyx Inc,SNMX,81724Q107,0,1,0,.,0,90238,1998,,,
20040622,Color Kinetics Inc,CLRK,19624P100,0,1,0,.,0,90222,1997,,,
20040622,SalesForce.com Inc,CRM,79466L302,0,1,0,.,1,90215,1999,,,
20040622,WCA Waste Corp,WCAA,92926K103,0,0,0,.,0,90241,2000,,,
20040623,Gol Linhas Aereas Inteligentes,GOL,38045R107,0,0,.,74247935,0,.,-99,,,
20040623,Strategic Hotel Capital Inc,SLH,86272T106,0,0,.,28894100,0,90217,-99,,,
20040623,Xyratex Ltd,XRXT,G98268108,0,0,0,.,0,90242,1966,,,
20040624,Cabelas Inc,CAB,126804301,0,0,1,65943846,0,90200,1961,,,
20040624,ENERGY INCOME & GROWTH FUND,FEN,29269710,0,0,0,.,0,90205,-99,,,
20040624,Eaton Vance Fltng-Rt Inc Trst,EFT,278279104,0,0,.,34005000,0,90202,-99,,,
20040624,Motive Inc,MOTV,61980V107,0,1,0,.,1,90234,1997,,,
20040624,New York Mortgage Trust,NTR,649604105,0,0,.,18162125,0,90214,-99,,,
20040625,Multi-Fineline Electronix,MFLX,62541B101,0,0,0,.,0,90232,1984,,,
20040628,Desarrolladora Homex,HXM,25030W100,0,0,.,315371490,0,90201,-99,,,
20040629,Design Within Reach Inc,DWRI,250557105,0,1,0,.,0,90224,1998,,,
20040630,Life Time Fitness,LTM,53217R207,0,2,0,.,0,90210,1990,,,
20040630,Wellcare Group Inc,WCG,94946T106,0,0,0,.,0,90272,1995,,,
20040707,Holly Energy Partners,HEP,435763107,0,0,0,.,0,90253,-99,,,
20040708,Kongzhong Corp,KONG,50047P104,0,1,1,34250000,1,90282,2002,,,
20040708,Netlogic Microsystems,NETL,64118B100,0,1,0,.,0,90287,1995,,,
20040709,Affirmative Insurance Hldg Inc,AFFM,008272106,0,0,0,.,0,90273,1998,,,
20040712,Domino's Pizza Inc,DPZ,25754A201,0,0,0,.,0,90248,1960,,,
20040713,Homebanc Corp,HMB,43738R109,0,0,.,41001117,0,90255,-99,,,
20040714,Phase Forward Inc,PFWD,71721R406,0,1,0,.,0,90290,1997,,,
20040715,Collegiate Funding Svcs LLC,CFSI,19458M108,0,0,0,.,0,90278,1998,,,
20040715,Greenfield Online Inc,SRVY,395150105,0,0,0,.,1,90294,1994,,,
20040715,LG Philips LCD,LPL,50186V102,0,0,.,327031400,0,90266,-99,,,
20040715,QC Holdings Inc,QCCO,74729T101,0,2,0,.,0,90292,1984,,,
20040716,Freescale Semiconductor Inc,FSL,35687M107,0,0,1,408399719,0,90251,1953,,,
20040716,Xenogen Corp,XGEN,98410R108,0,1,0,.,0,90642,1995,,,
20040720,McCormick&Schmick's SR Inc,MSSR,579793100,0,0,0,.,0,90286,1972,,,
20040721,Blackbaud Inc,BLBK,09227Q100,0,0,0,.,0,90276,1982,,,
20040721,Dex Media Inc,DEX,25212E100,0,0,0,.,0,90247,1904,,,
20040721,Idenix Pharmaceuticals Inc,IDIX,45166R204,0,1,0,.,0,90280,1998,,,
20040722,Bucyrus International Inc,BUCY,118759109,0,0,1,21612077,0,90277,1880,,,
20040722,Kanbay International Inc,KBAY,48369P207,0,1,0,.,0,90281,1989,,,
20040722,Lumera Corp,LMRA,55024R106,0,1,0,.,0,90283,2000,,,
20040722,Neurometrix Inc,NURO,641255104,0,1,0,.,0,90288,1996,,,
20040723,Auxilium Pharmaceuticals Inc,AUXL,05334D107,0,1,0,.,0,90275,1999,,,
20040723,Top Tankers Inc,TOPT,Y8897Y107,0,0,0,.,0,90298,2000,,,
20040727,Floating Rate Income Fund II,FRB,339736100,0,0,.,10005236,0,90250,-99,,,
20040727,Gramercy Capital Corporation,GKK,384871109,0,0,.,13310000,0,90252,-99,,,
20040727,Madison/Claymore Cov Strat Fnd,MCN,556582104,0,0,.,17357000,0,90267,-99,,,
20040727,Nuveen Floating Rt Inc Opp Fnd,JRO,6706EN100,0,0,.,26807000,0,90269,-99,,,
20040727,Prospect Street Energy Corp,PSEC,74348T102,0,0,.,7000100,0,90291,-99,,,
20040728,Clough Global Allocation Fnd,GLV,18913Y103,0,0,.,8755235,0,90244,-99,,,
20040728,MannKind Corp,MNKD,56400P102,0,1,0,.,0,90285,1991,,,
20040728,Volterra Semiconductor Corp,VLTR,928708106,0,1,0,.,0,90299,1996,,,
20040729,EnerSys Inc,ENS,29275Y102,0,0,0,.,0,90249,1914,,,
20040729,MortgageIT Holdings Inc,MHL,61915Q108,0,1,.,19359187,0,90268,-99,,,
20040804,Commercial Vehicle Group Inc,CVGI,202608105,0,0,0,.,0,90314,1997,,,
20040805,BioMed Realty Trust Inc,BMR,09063H107,0,0,.,27333333,0,90301,-99,,,
20040805,New River Pharmaceuticals Inc,NRPH,648468205,0,0,0,.,0,90321,1996,,,
20040805,RightNow Technologies Inc,RNOW,76657R106,0,1,0,.,1,90323,1995,,,
20040805,Syneron Medical Ltd,ELOS,M87245102,0,1,0,.,0,90316,2000,,,
20040806,Navteq Corp,NVT,63936L100,0,0,0,.,0,90309,1985,,,
20040809,WPT Enterprises Inc,WPTE,98211W108,0,0,0,.,0,90327,2002,,,
20040810,Kite Realty Group Trust,KRG,49803T102,0,0,.,17148267,0,90307,-99,,,
20040810,"Placer Sierra Bancshares,CA",PLSB,726079106,0,0,0,.,0,90322,2001,,,
20040810,Westlake Chemical Corp,WLK,960413102,0,0,0,.,0,90312,1986,,,
20040811,American Campus Comm Inc,ACC,024835100,0,0,.,12615000,0,90300,-99,,,
20040811,Eurobancshares Inc,EUBK,298716101,0,0,0,.,0,90318,1979,,,
20040811,Extra Space Storage Inc,EXR,30225T102,0,0,0,.,0,90305,-99,,,
20040811,Stereotaxis Inc,STXS,85916J102,0,1,0,.,0,90325,1990,,,
20040812,Archipelago Holdings Inc,AX,03957A104,.,2,0,.,1,91143,1996,,,
20040812,Cohen & Steers Inc,CNS,19247A100,0,0,0,.,0,90303,1986,,,
20040817,"SNB Bancshares Inc,Texas",,78460M209,0,0,0,.,0,90324,1985,,,
20040819,Google Inc,GOOG,38259P508,0,1,1,274149269,1,90319,1998,,,
20040825,Blackrock Glbl Flt Rt IT,BGT,091941104,0,0,.,23006021,0,90302,-99,,,
20040826,First Trst/Fid Asset Man Cvd C,FFA,337318109,0,0,.,-9,0,90306,-99,,,
20040827,Ecost Com Inc,ECST,27922W107,0,0,0,.,1,90315,1999,,,
20040914,Stonemor Partners LP,STON,86183Q100,0,0,1,8652616,0,90366,1999,,,
20040916,Bimini Mortgage Management,BMM,09031E400,0,0,1,15012188,0,90336,-99,,,
20040920,Nephros Inc,NEP,640671103,0,1,0,.,0,90341,1997,,,
20040920,Saxon REIT Inc,SAXN,80556T106,0,0,.,49852978,0,90365,-99,,,
20040922,Beacon Roofing Supply Inc,BECN,073685109,0,0,0,.,0,90353,1928,,,
20040922,Educate Inc,EEEE,28138P100,0,0,0,.,0,90357,1979,,,
20040923,Cogent Inc,COGT,19239Y108,0,0,0,.,0,90356,1990,,,
20040923,Scudder Glbl Comm Stock Fnd,,81114Y108,0,0,.,3652500,0,90344,-99,,,
20040923,Valley Bancorp,VLLY,91929R107,0,0,0,.,0,90368,1998,,,
20040927,Kayne Anderson MLP Inv Co,KYN,486606106,0,0,.,30004000,0,90340,-99,,,
20040927,WebSideStory Inc,WSSI,947685103,0,1,0,.,0,90370,1996,,,
20040928,51Job.Inc,JOBS,316827104,0,1,1,54381479,1,90361,1998,,,
20040928,CPFL Energia SA,CPL,P3179C105,0,1,.,451449525,0,90338,1912,,,
20040928,JAMDAT Mobile Inc,JMDT,47023T100,0,1,0,.,0,90360,2000,,,
20040929,Callwave Inc,CALL,13126N101,0,1,0,.,0,90355,1998,,,
20040929,Ness Technologies Inc,NSTC,64104X108,0,1,0,.,0,90363,1984,,,
20040929,Primus Guaranty Ltd,PRS,G72457107,0,0,0,.,0,90351,2002,,,
20040930,HyperSpace Communications Inc,HCO,44915D10,0,0,0,.,0,90437,2001,,,
20040930,PeopleSupport Inc,PSPT,712714302,0,1,0,.,0,90418,1998,,,
20041001,Eagle Hosp Prop Trust Inc,EHP,26959T102,0,0,.,15154873,0,90375,-99,,,
20041004,Texas Roadhouse Inc,TXRH,882681109,0,0,1,32885557,0,90427,1993,,,
20041005,Ares Capital Co,ARCC,04010L103,0,0,.,11066767,0,90401,-99,,,
20041005,Theravance Inc,THRX,88338T104,0,1,1,51953907,0,90423,1996,,,
20041006,Gold Kist Holdings Inc,GKIS,380614107,0,0,0,.,0,90408,1935,,,
20041006,IntraLase Corp,ILSE,461169104,0,1,0,.,0,90410,1997,,,
20041006,New York & Co Inc,NWY,649295102,0,0,0,.,0,90387,1918,,,
20041006,Thomas Properties Group Inc,TPGI,884453101,0,0,1,31009147,0,90425,1996,,,
20041007,B&G Foods Holdings Corp,BGF,05508R205,0,0,0,.,0,91977,1996,,,
20041007,Hutchison Telecommun Intl Ltd,HTX,44841T107,0,0,.,4500000000,0,90382,1828,,,
20041012,Huron Consulting Group Inc,HURN,447462102,0,0,0,.,0,90409,2002,,,
20041013,Gurunet Corp,GRU,403307101,0,1,0,.,1,90381,1998,,,
20041013,PlanetOut Inc,LGBT,727058109,0,1,0,.,1,90413,2000,,,
20041015,China Finance Online Co Ltd,JRJC,169379104,0,1,1,6200000,1,90412,2001,,,
20041015,CoTherix Inc,CTRX,22163T103,0,1,0,.,0,90405,2000,,,
20041018,Interchange Corp,INCX,45845K109,0,0,0,.,1,90411,1999,,,
20041019,Celebrate Express Inc,BDAY,15100A104,0,2,0,.,0,90402,1994,,,
20041019,SmartPros Ltd,PED,83171G103,0,1,0,.,0,90447,-99,,,
20041020,Sunstone Hotel Investors Inc,SHO,867892101,0,0,0,.,0,90394,1995,,,
20041020,Tower Group Inc,TWGP,891777104,0,0,0,.,0,90426,1989,,,
20041020,VNUS Medical Technologies Inc,VNUS,928566108,0,1,0,.,0,90428,1995,,,
20041021,Telvent SA,TLVT,E90215109,0,0,0,.,0,90424,1963,,,
20041021,U-Store-It Trust,YSI,91274F104,0,0,0,.,0,90396,-99,,,
20041025,Northstar Realty Finance Corp,NRF,66704R100,0,0,0,.,0,90388,-99,,,
20041025,Shopping.com Ltd,SHOP,M8405Q102,0,1,0,.,1,90420,1997,,,
20041026,Eaton Vance Enhanced Eq Inc Fd,EOI,278274105,0,0,.,37505000,0,90376,-99,,,
20041026,Nuveen Premium Income Fund,JPZ,6706ER101,0,0,.,33805240,0,90389,-99,,,
